Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade,Online Classes Taken,PerformanceLevel,Gender_enc,ParentalSupport_enc,OnlineClasses_enc,StudentID,Name,PredictedLevel
Female,76.2,15.7,80.6,0.0,High,80.0,False,Average,0,2,0,251.0,Olivia Davis,Average
Male,91.3,20.7,77.2,2.0,Low,77.3,True,Average,1,0,1,358.0,Sebastian Jones,High
Female,74.2,13.1,91.2,1.0,High,81.4,False,Average,0,2,0,451.0,David Rodriguez,Average
Female,64.3,16.1,86.2,2.0,Medium,73.0,True,Average,0,1,1,10.0,Alex Jackson,Average
Male,85.9,17.6,72.2,1.0,Medium,85.8,True,High,1,1,1,197.0,James Harris,High
Female,81.7,15.9,43.85,0.0,Low,69.5,True,Low,0,0,1,617.0,Noah Clark,Low
Male,90.4,18.4,79.2,1.0,Medium,93.2,False,High,1,1,0,82.0,Mia Allen,High
Female,69.2,21.8,84.2,3.0,Medium,86.3,False,High,0,1,0,817.0,Sarah Davis,High
Male,81.6,21.0,76.1,2.0,Medium,81.9,False,Average,1,1,0,893.0,Amelia Robinson,Average
Female,84.0,10.8,60.3,0.0,Medium,77.8,False,Average,0,1,0,240.0,Ethan Johnson,Low
Male,69.8,5.1,86.1,0.0,Low,74.7,False,Average,1,0,0,307.0,Sophia Davis,Average
Female,66.0,24.6,81.3,1.0,High,81.3,False,Average,0,2,0,212.0,Abigail Clark,High
Female,72.7,11.1,84.9,2.0,Medium,76.5,False,Average,0,1,0,732.0,Benjamin Walker,Average
Male,89.7,22.0,85.7,3.0,Medium,82.2,False,Average,1,1,0,591.0,Jackson Sanchez,Average
Female,84.5,14.6,80.1,0.0,High,85.6,False,High,0,2,0,228.0,Harper Allen,High
Male,65.4,11.2,62.1,0.0,Medium,61.9,True,Low,1,1,1,933.0,Noah Lewis,Low
Female,85.9,11.4,66.9,1.0,High,83.7,True,Average,0,2,1,536.0,Emma Smith,Average
Male,71.1,14.0,62.0,1.0,Medium,62.9,False,Low,1,1,0,812.0,Sebastian Thompson,Low
Male,81.8,14.7,91.0,1.0,Medium,86.8,True,High,1,1,1,178.0,Emma Garcia,Average
Male,81.5,21.2,67.5,3.0,High,85.3,False,High,1,2,0,789.0,Henry Moore,Average
Male,82.1,22.6,73.9,1.0,High,80.7,False,Average,1,2,0,382.0,David Rodriguez,Average
Male,82.6,9.0,66.3,1.0,High,69.6,False,Low,1,2,0,491.0,Sofia Rodriguez,Low
Female,81.9,15.3,93.6,0.0,Medium,86.9,False,High,0,1,0,332.0,Isabella Harris,High
Female,73.1,19.5,61.1,1.0,Medium,71.1,False,Average,0,1,0,935.0,Mia Jones,Average
Male,68.4,23.9,52.2,1.0,High,78.2,False,Average,1,2,0,8.0,Daniel Jackson,Average
Male,87.3,11.9,85.3,1.0,Low,71.8,False,Average,1,0,0,156.0,Evelyn Lee,Average
Male,99.8,13.9,78.1,1.0,Low,78.2,True,Average,1,0,1,552.0,Isabella Lewis,Average
Male,96.7,16.4,80.7,3.0,High,82.9,False,Average,1,2,0,868.0,Elizabeth Sanchez,Average
Female,81.8,13.3,85.4,1.0,Medium,76.6,False,Average,0,1,0,597.0,Harper Thompson,Average
Male,57.6,16.2,74.5,1.0,High,55.4,False,Low,1,2,0,916.0,Mia Jackson,Low
Female,88.8,7.6,80.8,0.0,Medium,74.1,True,Average,0,1,1,793.0,Abigail Wilson,Average
Female,100.0,3.3,72.1,1.0,Medium,78.4,True,Average,0,1,1,818.0,Michael Davis,Average
Female,62.3,13.8,71.3,2.0,Medium,80.7,False,Average,0,1,0,352.0,,Average
Male,70.8,24.5,75.7,1.0,Low,75.9,True,Average,1,0,1,590.0,Elizabeth Smith,Average
Male,73.0,2.8,92.1,0.0,Low,67.2,True,Low,1,0,1,951.0,Alex Walker,Low
Female,72.1,11.0,66.7,2.0,Low,64.8,True,Low,0,0,1,579.0,,Low
Female,66.5,21.9,58.6,0.0,Medium,80.6,True,Average,0,1,1,437.0,Harper Taylor,Average
Female,85.6,22.1,95.3,2.0,Low,87.7,True,High,0,0,1,826.0,Alex Walker,High
Male,85.7,13.3,81.9,0.0,High,89.4,True,High,1,2,1,595.0,Sophia Harris,High
Female,84.3,7.0,76.0,0.0,Low,67.3,False,Low,0,0,0,722.0,Sofia Sanchez,Average
Male,71.2,15.2,64.9,1.0,Medium,61.0,False,Low,1,1,0,,David Anderson,Average
Male,79.6,8.3,97.9,1.0,High,85.8,False,High,1,2,0,975.0,Emma Martin,High
Male,80.6,23.7,100.0,1.0,Medium,100.0,True,High,1,1,1,229.0,Henry Jones,High
Male,89.5,10.5,63.4,1.0,High,74.0,False,Average,1,2,0,371.0,James Robinson,Average
Female,100.0,18.7,71.9,0.0,High,91.7,True,High,0,2,1,837.0,Jackson Young,High
Female,83.4,13.2,81.8,0.0,Medium,70.8,False,Average,0,1,0,213.0,Emily Thomas,Average
Male,97.2,19.8,65.2,1.0,Low,80.4,True,Average,1,0,1,80.0,Daniel Lewis,Average
Female,79.8,21.0,84.4,2.0,High,88.3,False,High,0,2,0,149.0,Jackson White,High
Female,75.7,16.2,78.6,3.0,High,87.4,False,High,0,2,0,303.0,John White,Average
Female,84.7,13.5,68.7,3.0,High,89.4,False,High,0,2,0,353.0,Ava Moore,High
Female,79.0,21.2,72.4,1.0,Medium,69.0,False,Low,0,1,0,343.0,Ethan Brown,Low
Male,79.4,21.1,71.4,0.0,Low,80.0,False,Average,1,0,0,360.0,Matthew Wilson,Average
Male,87.9,13.0,59.8,3.0,High,79.4,True,Average,1,2,1,940.0,Amelia Miller,Average
Female,76.7,20.9,67.2,3.0,High,76.0,False,Average,0,2,0,539.0,Henry Harris,Average
Male,74.7,20.3,80.4,1.0,Medium,89.3,False,High,1,1,0,134.0,Henry Sanchez,Average
Male,80.7,27.6,63.5,3.0,High,85.3,False,High,1,2,0,980.0,Henry Clark,High
Male,82.7,19.5,58.9,0.0,High,80.7,True,Average,1,2,1,312.0,Daniel Wilson,Average
Female,86.2,22.5,59.7,2.0,High,82.2,True,Average,0,2,1,811.0,Sarah Davis,Average
Male,95.7,15.0,75.5,2.0,Medium,92.8,False,High,1,1,0,853.0,David Thomas,High
Male,80.1,25.7,85.4,0.0,High,84.8,True,Average,1,2,1,804.0,Sofia Davis,Average
Female,91.6,8.4,76.2,2.0,Medium,87.7,False,High,0,1,0,,Alex Ramirez,High
Male,68.5,19.3,64.1,0.0,High,85.4,True,High,1,2,1,317.0,Abigail Harris,High
Female,100.0,10.1,89.5,0.0,High,89.2,True,High,0,2,1,721.0,Emma Williams,High
Female,75.4,22.3,86.6,4.0,High,91.8,True,High,0,2,1,558.0,Sebastian Clark,High
Female,87.1,27.3,100.0,2.0,High,100.0,False,High,0,2,0,452.0,Sofia Johnson,High
Female,86.3,27.8,78.3,1.0,High,95.2,True,High,0,2,1,543.0,Olivia Williams,High
Female,76.1,27.7,65.1,3.0,High,77.9,False,Average,0,2,0,500.0,Benjamin Lewis,High
Female,83.9,19.3,73.9,3.0,High,87.3,True,High,0,2,1,666.0,Daniel Anderson,High
Female,83.5,15.7,67.2,2.0,Low,79.3,False,Average,0,0,0,173.0,Emily Anderson,Average
Male,65.8,22.0,99.4,2.0,High,96.9,True,High,1,2,1,126.0,Henry Lewis,High
Male,71.2,20.1,82.3,0.0,High,79.4,False,Average,1,2,0,712.0,Amelia Moore,Average
Male,76.5,12.6,82.7,1.0,High,88.5,False,High,1,2,0,441.0,Charlotte Clark,High
Female,91.1,16.2,67.3,1.0,High,87.5,False,High,0,2,0,653.0,Liam Johnson,High
Female,82.4,10.2,69.3,2.0,Low,73.0,True,Average,0,0,1,919.0,Noah Thomas,Average
Female,66.3,5.9,66.1,1.0,Medium,69.6,False,Low,0,1,0,91.0,Mia Jackson,Low
Female,89.7,12.8,91.8,1.0,Medium,81.3,True,Average,0,1,1,989.0,Noah Miller,Average
Male,87.0,15.5,95.0,1.0,High,92.7,True,High,1,2,1,182.0,Emma Walker,High
Male,88.4,9.8,72.5,0.0,High,80.1,False,Average,1,2,0,364.0,Sebastian Miller,Average
Male,76.8,15.8,75.9,0.0,High,77.6,False,Average,1,2,0,275.0,,Average
Male,71.0,14.5,56.3,0.0,Medium,76.4,True,Average,1,1,1,911.0,Emily Williams,Average
Male,88.2,12.7,73.7,1.0,High,81.4,False,Average,1,2,0,70.0,Lucas Smith,Average
Male,75.8,13.6,67.4,0.0,High,73.9,True,Average,1,2,1,292.0,Ava Lewis,Average
Female,67.9,29.0,91.2,0.0,Low,92.1,True,High,0,0,1,132.0,Henry White,Average
Male,70.2,11.8,69.7,2.0,High,78.7,False,Average,1,2,0,301.0,,Average
Female,88.2,13.5,55.6,1.0,High,81.6,False,Average,0,2,0,,Amelia Jones,Average
Male,93.1,16.1,71.0,1.0,Low,81.8,False,Average,1,0,0,327.0,Noah White,Average
Male,78.9,23.1,75.8,0.0,Low,75.6,True,Average,1,0,1,145.0,Charlotte Martinez,Average
Male,77.4,16.8,100.0,4.0,High,91.9,False,High,1,2,0,577.0,Sofia Martin,High
Male,100.0,15.5,68.5,2.0,Low,82.6,True,Average,1,0,1,594.0,Charlotte Smith,Average
Male,84.0,20.7,81.6,1.0,Low,81.8,True,Average,1,0,1,,Jackson Lee,Average
Female,86.5,11.1,74.5,1.0,High,96.4,True,High,0,2,1,136.0,Sophia Johnson,High
Female,77.5,18.4,74.4,2.0,Medium,87.4,True,High,0,1,1,941.0,Daniel Jones,High
Female,83.9,12.7,74.2,0.0,Medium,76.5,False,Average,0,1,0,165.0,Benjamin Jackson,Average
Female,85.3,24.3,76.1,1.0,High,88.9,True,High,0,2,1,29.0,Henry Martin,High
Female,88.6,8.6,82.0,1.0,Medium,83.6,False,Average,0,1,0,573.0,Ava Sanchez,Average
Male,78.1,11.0,83.6,2.0,Medium,76.6,True,Average,1,1,1,194.0,James Harris,Average
Female,81.1,20.4,77.7,1.0,High,92.5,True,High,0,2,1,778.0,Michael Jones,High
Male,85.9,17.4,81.7,0.0,Medium,81.7,False,Average,1,1,0,651.0,Lucas Garcia,Average
Female,92.8,15.7,82.6,0.0,Medium,86.9,True,High,0,1,1,170.0,John Walker,High
Male,96.8,13.9,50.5,1.0,Medium,84.1,False,Average,1,1,0,881.0,Alex Anderson,Low
Female,81.5,12.7,86.6,0.0,Medium,82.0,True,Average,0,1,1,141.0,Charlotte Robinson,Average
Female,81.8,16.2,73.5,3.0,Medium,82.3,False,Average,0,1,0,174.0,Abigail Garcia,Average
Male,69.1,13.4,91.3,4.0,Low,75.7,False,Average,1,0,0,7.0,Alex Lewis,Average
Female,100.0,22.4,66.8,2.0,Low,94.0,True,High,0,0,1,828.0,Sebastian Allen,High
Male,75.6,15.8,91.1,1.0,Medium,84.6,True,Average,1,1,1,502.0,Evelyn Davis,Average
Male,70.4,16.9,79.2,1.0,Medium,80.0,False,Average,1,1,0,74.0,Michael Jackson,Average
Male,85.3,16.2,79.3,1.0,Medium,79.8,False,Average,1,1,0,697.0,Abigail Moore,Average
Male,93.2,13.2,71.3,2.0,Medium,79.6,True,Average,1,1,1,546.0,,Average
Male,64.6,18.4,62.3,0.0,Medium,73.4,False,Average,1,1,0,239.0,Sophia Rodriguez,Average
Male,81.8,10.6,84.7,0.0,High,74.1,False,Average,1,2,0,146.0,Elizabeth Moore,Average
Male,88.1,16.2,65.4,1.0,Medium,66.4,True,Low,1,1,1,807.0,Henry Smith,Low
Female,69.5,24.4,90.4,0.0,Low,83.6,True,Average,0,0,1,235.0,Lucas Thompson,Average
Female,67.0,23.4,67.4,1.0,Medium,83.7,False,Average,0,1,0,221.0,Michael Thompson,Average
Female,70.0,16.7,86.8,1.0,Medium,84.9,False,Average,0,1,0,498.0,Isabella Clark,Average
Male,87.7,16.3,49.1,3.0,High,83.9,True,Average,1,2,1,982.0,Abigail Perez,Average
Female,80.3,18.8,96.6,2.0,Low,88.7,True,High,0,0,1,133.0,Alex Clark,High
Male,79.3,20.6,100.0,3.0,Medium,87.6,True,High,1,1,1,860.0,Jackson Sanchez,High
Male,92.2,11.1,60.4,1.0,Medium,73.7,True,Average,1,1,1,431.0,Alex Moore,Average
Male,86.2,11.6,72.4,2.0,Medium,75.1,True,Average,1,1,1,669.0,Sofia Jackson,Average
Male,82.5,15.1,57.3,1.0,Medium,72.1,False,Average,1,1,0,186.0,Mia Martinez,Average
Female,75.8,17.5,90.9,0.0,Low,80.3,False,Average,0,0,0,42.0,Matthew Lewis,Average
Male,94.5,18.0,78.6,1.0,Low,91.6,False,High,1,0,0,706.0,Henry Lewis,High
Male,89.3,5.1,80.9,1.0,Medium,88.6,False,High,1,1,0,109.0,Lucas Young,Average
Male,99.2,17.2,87.8,1.0,Medium,90.0,True,High,1,1,1,602.0,Emily Sanchez,High
Female,74.9,16.1,74.5,2.0,Low,86.5,True,High,0,0,1,57.0,Henry Thomas,Average
Male,84.7,17.8,75.7,2.0,Medium,84.3,False,Average,1,1,0,426.0,Olivia Ramirez,Average
Male,62.8,8.4,61.8,1.0,High,66.5,False,Low,1,2,0,463.0,Matthew Johnson,Low
Female,72.1,13.8,73.2,2.0,Low,84.8,True,Average,0,0,1,586.0,Sofia Martinez,Average
Male,100.0,18.3,77.0,1.0,High,82.4,True,Average,1,2,1,967.0,Ethan Anderson,Average
Male,89.8,15.4,85.5,2.0,High,89.1,False,High,1,2,0,25.0,Emily Ramirez,High
Female,71.8,17.7,57.9,2.0,Medium,78.2,False,Average,0,1,0,468.0,Harper Anderson,Average
Female,75.3,20.1,85.7,2.0,High,86.1,True,High,0,2,1,542.0,Sarah Davis,High
Female,88.3,12.0,75.7,3.0,High,90.5,False,High,0,2,0,632.0,Sophia Robinson,High
Male,64.9,12.3,62.7,0.0,Medium,67.3,False,Low,1,1,0,708.0,Harper Walker,Low
Female,84.8,11.7,66.8,4.0,Low,76.2,False,Average,0,0,0,943.0,Sofia Robinson,Average
Male,76.4,19.4,85.1,4.0,Low,85.8,False,High,1,0,0,339.0,Liam Clark,Average
Male,87.5,26.2,58.3,0.0,Low,85.3,False,High,1,0,0,52.0,Olivia Wilson,High
Male,67.0,20.4,97.2,0.0,Medium,84.1,True,Average,1,1,1,384.0,Noah Robinson,Average
Female,77.6,10.6,75.8,0.0,Low,75.4,True,Average,0,0,1,937.0,Emma Anderson,Average
Female,91.1,13.7,97.1,2.0,Medium,86.7,True,High,0,1,1,814.0,Ava Moore,High
Male,93.3,12.5,73.8,2.0,Medium,88.9,True,High,1,1,1,265.0,Charlotte Davis,High
Female,70.9,22.4,80.6,2.0,Medium,83.5,True,Average,0,1,1,548.0,Harper Lewis,Average
Female,78.1,14.3,72.9,3.0,High,72.7,False,Average,0,2,0,908.0,Olivia Jones,Average
Male,88.0,11.3,68.3,3.0,High,82.2,False,Average,1,2,0,696.0,Noah White,Average
Female,75.1,25.5,52.5,0.0,Low,73.3,False,Average,0,0,0,396.0,Sebastian Lee,Average
Male,74.3,25.5,80.3,1.0,Low,74.5,True,Average,1,0,1,528.0,Emma Jones,Average
Male,90.7,7.9,57.8,2.0,High,73.7,False,Average,1,2,0,469.0,Olivia Clark,Average
Female,78.1,20.6,88.7,2.0,Medium,77.4,True,Average,0,1,1,19.0,Elizabeth Johnson,Average
Female,91.7,13.6,73.4,1.0,Medium,85.0,True,High,0,1,1,829.0,Elizabeth Perez,High
Male,84.4,24.5,63.1,0.0,Medium,84.7,False,Average,1,1,0,507.0,Amelia Walker,Average
Female,92.7,18.2,63.3,1.0,High,79.9,False,Average,0,2,0,670.0,Michael Harris,Average
Male,55.162500000000016,2.6,59.2,2.0,High,69.3,True,Low,1,2,1,454.0,John Davis,Low
Male,97.6,27.5,77.8,0.0,Low,85.5,False,High,1,0,0,368.0,Sophia Thomas,High
Female,81.0,20.7,79.9,0.0,High,85.7,False,High,0,2,0,84.0,Jackson Martin,Average
Female,55.162500000000016,26.7,75.5,2.0,Medium,77.8,True,Average,0,1,1,62.0,,Average
Female,73.7,20.3,79.9,2.0,High,86.8,True,High,0,2,1,994.0,Benjamin Thompson,High
Male,79.9,26.4,100.0,0.0,High,91.5,False,High,1,2,0,273.0,Emma Walker,High
Female,74.3,23.0,70.6,2.0,Low,62.9,False,Low,0,0,0,286.0,David Johnson,Low
Female,60.9,6.8,86.5,1.0,Medium,69.5,False,Low,0,1,0,361.0,Elizabeth Williams,Low
Male,75.2,13.6,75.8,1.0,Medium,76.2,False,Average,1,1,0,479.0,Evelyn Miller,Average
Male,73.8,30.7,66.9,3.0,Medium,88.8,False,High,1,1,0,279.0,Sarah Smith,High
Male,81.9,18.0,88.1,1.0,High,81.0,False,Average,1,2,0,13.0,Matthew Davis,High
Female,57.9,10.2,73.9,1.0,Medium,70.8,True,Average,0,1,1,183.0,Lucas White,Average
Male,73.2,6.0,77.8,0.0,Medium,79.2,True,Average,1,1,1,369.0,John Young,Average
Female,75.7,16.9,69.7,2.0,Medium,75.9,True,Average,0,1,1,629.0,,Average
Male,94.3,11.9,69.6,1.0,High,93.7,False,High,1,2,0,224.0,Liam Thompson,High
Male,68.2,17.2,63.4,3.0,Medium,75.1,True,Average,1,1,1,585.0,Benjamin Thompson,Average
Female,83.3,17.4,54.2,0.0,High,70.4,False,Average,0,2,0,690.0,Emily Williams,Average
Male,77.4,11.1,72.8,1.0,Medium,73.2,False,Average,1,1,0,810.0,Charlotte Young,Average
Male,70.1,16.2,85.7,0.0,Medium,70.4,True,Average,1,1,1,466.0,David Brown,Average
Male,87.8,9.2,79.5,1.0,Medium,69.9,True,Low,1,1,1,,Jackson Jones,Low
Male,85.9,9.3,85.3,3.0,Medium,80.4,True,Average,1,1,1,622.0,Lucas Smith,Average
Male,64.3,14.0,71.8,1.0,Low,69.5,True,Low,1,0,1,177.0,Abigail Martinez,Average
Female,85.2,19.2,62.9,0.0,High,79.6,True,Average,0,2,1,679.0,Amelia Walker,Average
Female,85.4,20.7,62.1,1.0,Medium,84.1,True,Average,0,1,1,715.0,Sofia Thompson,Average
Female,76.0,12.0,82.1,0.0,High,78.7,True,Average,0,2,1,,Ethan Lewis,Average
Female,75.8,25.5,71.2,1.0,Medium,85.3,True,High,0,1,1,457.0,Emma Allen,Average
Female,85.9,19.8,74.5,2.0,Medium,87.2,False,High,0,1,0,531.0,Harper Williams,High
Male,88.7,17.5,70.8,0.0,Medium,82.2,False,Average,1,1,0,394.0,Harper Sanchez,Average
Female,93.8,17.3,87.6,1.0,Low,87.4,True,High,0,0,1,164.0,Benjamin Jackson,High
Male,92.2,17.8,73.3,0.0,Low,85.0,False,High,1,0,0,249.0,Emily Martinez,High
Male,72.3,14.6,74.5,1.0,Medium,77.4,False,Average,1,1,0,886.0,Matthew Garcia,Average
Female,97.7,15.7,79.2,1.0,High,83.5,False,Average,0,2,0,901.0,John Martin,Average
Male,100.0,14.6,78.4,0.0,Medium,73.3,False,Average,1,1,0,683.0,David Johnson,Average
Male,82.9,15.4,78.4,1.0,High,85.9,False,High,1,2,0,376.0,Alex Young,High
Female,75.8,9.6,69.1,2.0,Medium,77.6,False,Average,0,1,0,413.0,Ava Davis,Average
Female,100.0,15.0,80.7,1.0,Medium,76.0,True,Average,0,1,1,75.0,Daniel Moore,Average
Female,81.9,17.1,74.1,0.0,Low,71.5,False,Average,0,0,0,114.0,Mia Rodriguez,Average
Male,88.6,15.3,73.2,2.0,High,82.2,True,Average,1,2,1,582.0,Elizabeth Miller,Average
Female,95.1,15.4,60.3,1.0,High,72.3,True,Average,0,2,1,571.0,David Williams,Average
Male,75.6,15.1,82.1,1.0,Medium,90.2,True,High,1,1,1,391.0,Matthew Martinez,Average
Female,72.6,22.8,91.6,0.0,Medium,80.9,False,Average,0,1,0,105.0,Emily Martinez,Average
Male,67.5,15.6,67.7,0.0,Low,64.4,False,Low,1,0,0,115.0,Amelia Garcia,Low
Male,100.0,12.8,78.8,1.0,Low,79.5,False,Average,1,0,0,418.0,Michael Thomas,Average
Male,71.8,9.9,51.0,0.0,Medium,71.7,True,Average,1,1,1,496.0,Benjamin Taylor,Average
Female,92.3,27.0,67.2,1.0,Medium,75.8,False,Average,0,1,0,458.0,Evelyn Thomas,Average
Male,84.4,19.4,81.8,2.0,Medium,74.6,False,Average,1,1,0,410.0,John Rodriguez,Average
Female,76.2,13.4,87.4,1.0,Medium,80.5,True,Average,0,1,1,93.0,Elizabeth Lewis,Average
Male,89.4,18.9,76.9,0.0,High,91.7,True,High,1,2,1,576.0,Isabella Martinez,High
Male,86.0,19.0,81.8,1.0,Medium,80.0,False,Average,1,1,0,90.0,Jackson Jones,Average
Male,78.7,19.4,55.1,2.0,Medium,69.7,True,Low,1,1,1,337.0,David Thompson,Low
Female,80.2,14.4,69.4,2.0,High,76.0,False,Average,0,2,0,938.0,Emma Martin,Average
Female,76.6,15.8,54.6,0.0,Low,63.6,True,Low,0,0,1,950.0,Ava Martinez,Low
Male,80.1,20.6,88.5,2.0,Medium,90.2,True,High,1,1,1,882.0,Elizabeth Davis,High
Female,60.4,8.4,70.3,0.0,Medium,59.4,True,Low,0,1,1,619.0,Sarah Brown,Low
Male,70.5,17.4,75.9,0.0,High,80.1,False,Average,1,2,0,623.0,Emma Walker,Average
Female,77.7,12.7,70.9,1.0,Medium,73.5,False,Average,0,1,0,750.0,Emma Harris,Average
Male,68.2,18.3,86.1,2.0,Medium,83.8,True,Average,1,1,1,95.0,Sebastian Martinez,Average
Male,93.3,13.4,71.4,2.0,High,83.8,True,Average,1,2,1,12.0,Charlotte Clark,Average
Female,80.3,15.6,61.2,1.0,Medium,79.8,True,Average,0,1,1,397.0,Sarah Perez,Average
Male,84.5,6.7,100.0,0.0,Low,86.6,True,High,1,0,1,544.0,Olivia Lee,High
Female,85.3,18.9,60.7,1.0,Medium,71.5,False,Average,0,1,0,44.0,James Anderson,Average
Female,95.3,22.1,82.6,3.0,Medium,96.9,False,High,0,1,0,43.0,,High
Male,92.2,13.3,69.1,1.0,Low,80.5,True,Average,1,0,1,330.0,Henry Wilson,Average
Male,97.9,24.8,63.9,3.0,Medium,75.0,True,Average,1,1,1,168.0,Olivia Anderson,High
Female,89.3,8.1,61.5,1.0,Medium,79.1,True,Average,0,1,1,417.0,Charlotte Thompson,Average
Female,81.8,13.3,88.9,2.0,Medium,80.6,True,Average,0,1,1,771.0,Evelyn Wilson,Average
Male,71.4,19.1,63.2,1.0,Medium,67.0,False,Low,1,1,0,427.0,Elizabeth White,Low
Male,65.5,8.5,90.2,0.0,High,69.6,False,Low,1,2,0,946.0,Michael Brown,Average
Male,92.0,14.3,58.2,1.0,Medium,67.6,False,Low,1,1,0,979.0,James Johnson,Low
Male,73.9,14.4,91.1,0.0,Medium,79.4,True,Average,1,1,1,698.0,Harper Jones,Average
Female,89.8,20.4,74.8,1.0,Medium,87.7,False,High,0,1,0,626.0,Liam Allen,High
Female,76.7,17.0,80.3,0.0,Low,73.8,True,Average,0,0,1,258.0,Michael Martin,Average
Male,78.7,20.1,74.5,0.0,High,88.5,False,High,1,2,0,336.0,Jackson Allen,High
Male,80.4,16.2,82.3,0.0,Medium,75.8,False,Average,1,1,0,16.0,Emily Lewis,Average
Male,84.8,19.9,75.5,2.0,High,84.9,True,Average,1,2,1,852.0,Jackson Davis,Average
Female,88.9,18.3,96.9,0.0,Medium,86.3,False,High,0,1,0,325.0,Charlotte Lewis,High
Male,77.1,16.3,81.9,0.0,Medium,73.8,False,Average,1,1,0,875.0,Daniel Taylor,Average
Male,76.6,22.0,76.6,0.0,Medium,72.6,True,Average,1,1,1,223.0,Abigail Young,Average
Male,80.0,12.5,58.8,3.0,High,75.5,False,Average,1,2,0,180.0,Amelia Smith,Average
Male,82.1,14.8,55.3,1.0,High,75.8,True,Average,1,2,1,738.0,James Williams,Average
Male,76.4,25.3,71.9,2.0,Low,78.4,True,Average,1,0,1,522.0,Emma Harris,Average
Female,83.1,17.3,86.7,1.0,Low,79.5,True,Average,0,0,1,23.0,Olivia Robinson,Average
Male,88.6,7.2,74.2,1.0,Low,83.2,False,Average,1,0,0,357.0,Emma Wilson,Average
Male,94.6,27.8,78.7,2.0,Low,97.0,True,High,1,0,1,680.0,David Jackson,High
Female,100.0,14.5,76.8,0.0,Medium,86.7,False,High,0,1,0,877.0,Henry Miller,Average
Male,81.6,14.4,71.2,2.0,High,73.0,False,Average,1,2,0,,Evelyn Martin,Average
Female,74.2,18.5,58.0,2.0,Medium,70.1,False,Average,0,1,0,432.0,Matthew Garcia,Average
Male,85.1,9.7,63.9,2.0,Medium,73.3,True,Average,1,1,1,934.0,Evelyn Young,Average
Male,94.9,9.9,79.0,0.0,Medium,74.4,False,Average,1,1,0,849.0,Jackson Jackson,Average
Male,100.0,7.4,78.8,2.0,High,78.6,False,Average,1,2,0,204.0,Daniel Sanchez,Average
Male,89.7,22.3,97.2,1.0,Medium,99.0,True,High,1,1,1,644.0,Lucas Lee,High
Male,78.3,3.5,54.6,2.0,Low,58.0,False,Low,1,0,0,94.0,Isabella Anderson,Low
Male,84.1,11.0,73.0,3.0,Low,81.5,False,Average,1,0,0,569.0,Evelyn Walker,Average
Male,60.7,22.5,56.5,1.0,Medium,72.1,True,Average,1,1,1,69.0,Alex Wilson,Average
Male,89.8,9.2,53.8,1.0,Medium,76.3,False,Average,1,1,0,,Daniel Martin,Low
Female,88.7,22.1,100.0,1.0,Low,90.7,False,High,0,0,0,285.0,Mia Anderson,High
Male,81.8,12.0,82.5,1.0,High,76.0,False,Average,1,2,0,435.0,Mia Martinez,Average
Female,82.8,13.6,69.4,2.0,Medium,87.1,True,High,0,1,1,154.0,Ava Walker,High
Male,72.4,22.3,59.0,0.0,High,69.6,False,Low,1,2,0,76.0,Lucas Jones,Low
Female,58.2,21.8,53.0,1.0,Medium,68.7,False,Low,0,1,0,794.0,Jackson Rodriguez,Low
Female,82.3,22.9,55.9,1.0,Medium,71.2,False,Average,0,1,0,447.0,Sophia Young,Average
Male,80.2,17.7,74.5,1.0,Low,76.3,True,Average,1,0,1,189.0,Noah Martin,Average
Male,81.7,8.2,83.4,2.0,Low,76.2,False,Average,1,0,0,272.0,John Brown,Average
Male,72.9,18.5,51.4,2.0,Medium,78.2,False,Average,1,1,0,488.0,Amelia Smith,Average
Female,92.3,10.2,77.2,1.0,High,80.5,False,Average,0,2,0,118.0,Emma Lee,Average
Female,77.7,19.3,90.4,1.0,High,83.3,False,Average,0,2,0,834.0,Emma Williams,Average
Female,83.0,15.8,77.8,1.0,Medium,88.5,False,High,0,1,0,513.0,Elizabeth Sanchez,Average
Female,65.9,15.9,71.6,2.0,Medium,68.4,False,Low,0,1,0,927.0,Henry Wilson,Low
Male,58.6,16.5,62.7,1.0,Medium,62.2,False,Low,1,1,0,127.0,Alex Lewis,Low
Female,82.3,11.1,79.1,1.0,Medium,78.2,False,Average,0,1,0,117.0,Sarah Allen,Average
Male,94.9,22.3,88.2,3.0,High,89.8,False,High,1,2,0,474.0,Lucas Miller,High
Female,100.0,10.7,61.3,2.0,High,78.4,False,Average,0,2,0,707.0,,Average
Female,91.4,15.3,98.9,1.0,Low,81.5,False,Average,0,0,0,688.0,Harper Taylor,Average
Male,88.7,13.0,82.3,2.0,High,97.5,False,High,1,2,0,928.0,Sophia Brown,High
Male,79.7,31.0,61.5,2.0,Medium,88.4,False,High,1,1,0,370.0,Emily Thompson,High
Male,82.7,27.0,78.4,2.0,Low,87.4,False,High,1,0,0,269.0,Ethan Young,High
Male,60.9,25.1,72.8,1.0,Low,82.3,False,Average,1,0,0,47.0,Mia Davis,Average
Female,91.6,7.7,79.8,2.0,Medium,67.1,False,Low,0,1,0,350.0,Emma Lee,Low
Female,66.3,12.5,79.2,1.0,High,76.0,True,Average,0,2,1,196.0,Alex Thompson,Average
